# 10,10,4
3.151269489449649575e-01,4.731737140613916370e-01,5.167412514980485039e-02,7.182886402636787793e-01,3.883955775244141151e-01,2.601211750613792173e-01,4.335530037075852050e-01,9.163698582782837665e-01,3.904614435612472345e-01,1.047275045483372358e-01
5.645787768602569257e-01,1.892430472892802085e-01,4.644896725551247441e-01,1.976323885496679145e-01,4.238704465118432463e-01,2.629752797434100620e-01,4.423936801559568144e-01,6.131468746736967734e-01,7.291552221138826173e-01,1.858827839457447562e-01
7.941054706450383360e-01,5.785958795091041829e-01,8.337394548779553105e-01,3.377488317513245297e-01,5.015908449116646128e-02,7.685694073088898959e-01,6.405185294096416015e-02,5.985929708309876141e-01,8.709002688057548847e-01,1.357522876099259701e-01
5.595892145686205410e-01,4.629594131474187302e-01,2.591858033058873634e-01,3.397071211647574307e-01,2.173560385671431394e-01,6.918855686247155079e-01,4.671498109862206594e-01,1.442967627745582737e-01,7.037386756682306732e-01,6.026452600417883110e-01
2.268029138889676721e-01,7.104849687154872750e-01,1.854834271131313717e-01,7.805270317601697982e-03,5.972112178360688972e-04,2.556130362161045388e-01,4.784309954326864123e-01,8.897305032964921701e-01,9.887061875854253890e-01,7.818743540618109389e-01
1.233088900010286260e-01,6.027381328816846517e-01,9.732811269948932198e-01,6.168271805316735135e-01,6.308441125252642889e-01,1.311159401407241409e-01,8.487039920607601928e-01,6.258185116828735017e-01,4.691925204479641121e-01,1.501196849233066288e-02
4.519374831501182799e-01,4.422809756162553452e-01,1.722945341532781116e-01,9.039835427225109132e-01,4.262921329398914327e-01,5.637754068484489567e-01,1.487195271658996454e-01,9.568981006114480881e-01,5.158130157781515290e-02,7.291021678198169598e-01
9.187118171862338478e-01,2.540097238323114626e-01,5.131842090553737634e-01,6.739530023760117450e-01,6.764388699709280584e-01,5.949291050610104881e-01,4.149846946053742380e-01,6.263793349319503045e-01,2.636510154296324293e-01,5.752811443631448141e-01
4.593770029302229885e-01,4.381312545170535921e-01,5.713372108763715707e-01,1.990925293790390960e-01,2.990954939593198914e-01,7.572707161208915849e-01,6.816769964640240209e-01,2.303684386351004809e-01,9.689189774433701885e-01,9.280564144669933846e-01
6.443291794928899252e-01,4.958987002633371555e-01,9.507688967017460246e-01,5.326331903573021664e-01,4.674361405452345242e-01,1.324415748106118063e-01,9.922765298593593242e-01,2.209720305655760164e-02,6.544899931712611085e-01,4.242061402376595680e-01
9.110652691643407186e-01,9.661479720353071121e-01,8.659648323381432533e-01,1.498081330487637253e-01,5.578980960847386150e-01,9.590426623902137404e-01,8.798699719446971823e-01,2.232286676530821357e-01,5.068316043143632488e-01,2.983905578444924211e-01
4.992206882188221506e-01,5.995250477093689856e-01,5.069619356834317303e-01,4.980667645495118201e-02,7.117563518406027079e-01,3.216194236865193012e-01,2.249341557604822572e-02,3.439882749179082877e-01,3.222142287077487399e-01,2.206737473189928078e-01
3.511037482665422260e-01,5.947066177358977246e-01,7.954598715383244256e-01,5.263011122978040746e-01,5.502075067969982580e-01,5.510201683138959972e-02,4.726807152120862110e-01,4.342350449351223274e-01,8.663416798680200204e-01,3.589490504378006763e-01
8.674699386085437114e-01,8.329858644437039272e-01,3.452552026638756599e-01,2.821618688223375138e-01,9.168436242094623045e-01,5.175345937102915350e-02,4.587147645856611833e-01,4.789563964523294581e-01,1.366270804864787580e-01,9.108612337714276919e-01
3.490168432534211940e-01,1.141624403955021627e-02,7.642336567764340671e-02,9.293936632810282372e-01,2.570486778723578558e-01,2.553873065608835979e-01,2.594871572938269866e-01,4.123954235097525567e-01,3.441622371044189554e-01,6.149849102410996915e-01
8.959554458741494365e-01,3.958225963203098052e-01,2.760318723840219368e-01,8.262893702012354957e-01,5.700630177123764408e-01,6.602449896942230723e-01,4.279602160990210180e-01,1.739030306052785635e-01,7.034055677307033960e-01,5.504910661096485969e-01
1.315095708591912382e-01,6.895158031753659822e-01,2.707957971760199811e-02,2.250225460240229403e-01,9.828372324782733704e-01,9.788196881833926000e-01,4.814586919161905065e-01,2.124760519678758897e-02,6.893885440440515877e-01,4.351929243911121237e-01
8.063316214523098546e-01,6.159332114066091712e-01,4.016061353577504711e-01,5.996982252478897379e-01,6.878051233632113126e-01,9.742551907853119753e-01,5.988496280672497285e-01,7.435955059736932826e-01,7.565908438444864936e-01,8.972661919660012142e-01
3.259914335336748792e-01,6.780021551035395611e-01,3.657428879451658510e-01,8.554672434466132902e-01,8.581024811516358985e-01,2.537210142543000480e-02,1.636944528980867064e-01,5.115528046140926932e-02,3.838002547456552671e-01,4.981863669308489451e-01
