# 64,64,1
5.068667898761702872e-01,3.654158940588532190e-01,4.524977469672867292e-01,4.674899916569056346e-01,3.590046330768104088e-01,4.380859099532532497e-01,8.932778467389755894e-01,7.311270886451343154e-01,3.866511477668018726e-01,2.219243928162132340e-01,4.442824375850401575e-01,9.629985600483934594e-01,4.911791342118885240e-01,2.064578664725922330e-01,5.439717349975653482e-01,7.839785039916110643e-01,8.689206261202288006e-01,9.668050412495895474e-01,2.727242596858333590e-01,4.679728843766178814e-01,5.266611410049426567e-02,8.787811623197490096e-01,3.818779433320385053e-02,3.260907853746300988e-01,4.240844262668856945e-01,9.482773312346320926e-01,1.913320535927955923e-01,3.321366404014415297e-01,6.566504065666430856e-01,2.084946124309183801e-01,9.761070958813327092e-01,3.023890201615430096e-01,8.098228975522293593e-01,9.124217899191330305e-01,7.656827351277251115e-02,3.499262517335978151e-01,1.343775571870192698e-01,3.130328987472874580e-02,7.492999989836892638e-01,9.644793627699338456e-01,6.936615154665277672e-01,1.252501574789719463e-01,7.218594210460852478e-01,6.555870624221110665e-01,3.008287062728506323e-01,2.759312139184044721e-01,4.432467521581745507e-01,5.172077278495859076e-01,6.982540546642683754e-01,8.559941510652135932e-01,7.311102990247773104e-01,7.824668589748735581e-01,3.704946785928432407e-01,2.219364226927356132e-02,6.497290602947385363e-01,9.012417231405176476e-01,2.087798245336203173e-01,9.370920675206695361e-01,3.003451185756947917e-01,7.215359983994134030e-01,6.812383055821942257e-01,7.914313402246444529e-01,3.893426363362646470e-01,2.861586515631860950e-01
1.159117548046969537e-01,8.647342938580103722e-01,3.708308218159362957e-01,2.507747345081958734e-01,7.675448882474720236e-01,5.838981599988042337e-01,2.708350721602459377e-01,7.606095100535015252e-02,7.575379772894393904e-01,3.768371116929125630e-01,5.194675281909726383e-01,7.542835836617229894e-01,1.977015902688983306e-01,2.329474250173432237e-01,3.933592147341923306e-01,1.228564344970979327e-01,6.364979177746861172e-01,7.726073282334112724e-01,5.697284625290983673e-01,6.664401979963873179e-01,3.363613267019766040e-01,9.163152426729956890e-01,6.140818189161734164e-02,7.481542766746147599e-01,3.609862678274259329e-01,9.426822637322157528e-01,6.140025936511638305e-01,2.886542043898374654e-01,4.889792500252609919e-01,7.352530147873350685e-01,6.276598700397714170e-01,3.642841063736188545e-01,1.428327491910899028e-01,7.454098379802448493e-01,3.848590666314275488e-01,8.936141937822376091e-01,8.503028740210337721e-01,7.951765324238219135e-01,4.238500170711952952e-01,8.194715264085925543e-01,9.020697745890271513e-01,3.404687937000758780e-01,6.919804708000804050e-01,6.834892485639239013e-01,8.074065218337936889e-01,9.797239019223915601e-01,6.469782800404115797e-01,3.913380790663854025e-01,7.541482292848608049e-01,3.025478503072905889e-01,4.370442721477898473e-01,3.928225870036516909e-01,3.891738512835600794e-01,5.434718558806714839e-01,4.378467633918147195e-01,4.836183402442163493e-01,5.305858093732174208e-01,3.123101429773224025e-01,1.589770871802809182e-01,2.361774424941545103e-01,9.053789506736908965e-01,5.520545561600420648e-01,7.806866321504166706e-01,3.000089923381783485e-01
5.681583002987492526e-01,6.559159737888049513e-01,4.338642372449460494e-01,2.116953379655039935e-01,9.036210110511480043e-01,7.203146542600586955e-01,5.343768526948667885e-01,7.940583232994756768e-01,3.596062151961987308e-02,9.206485293981395701e-01,3.198284824338601950e-01,9.663285097908109744e-01,4.349062182468536042e-01,2.255436884917274565e-01,8.603119094231089781e-01,1.827570199209247459e-01,7.297338838975367947e-01,6.439573802176014050e-01,9.026292572484573284e-02,9.730933161326005276e-02,1.341809793879545909e-01,2.835367329195270791e-01,7.700418263822786935e-01,1.439408095216937467e-01,9.120090147017700932e-01,9.549088041955696715e-01,1.498761178572937114e-01,8.138351919038636639e-01,2.281255219594352512e-01,9.102713008789679039e-01,4.697548801154586284e-01,1.922382383929039928e-01,1.106954995466455927e-01,4.136962278838569596e-01,8.380262914366615190e-01,5.270114887564755213e-01,7.616685688195349302e-01,3.394117344076239551e-01,2.376561113752484466e-02,1.523404711714348991e-01,5.048517855827107104e-01,9.076835812159843586e-01,1.285250250495898472e-01,9.342364161928721211e-01,1.198417139700459488e-01,8.684618445095939610e-01,7.669757675449809797e-01,7.073987434507994498e-01,9.120585783092644006e-01,9.797403583864416898e-02,4.581768742083270896e-01,4.855318832401012141e-01,5.889194897808424090e-01,2.864361100807443217e-01,4.041358295668984191e-03,3.959921098950380802e-03,7.054232937641671253e-01,8.294480907768854161e-01,5.356262542663643433e-01,7.676510961831544133e-01,9.373662653585275173e-01,1.728272054765140897e-01,5.301991276674824505e-01,4.785552997240710704e-01
1.098358999590387519e-02,4.154303834559402997e-01,6.986558262269030317e-01,6.888454881241072858e-01,5.831420770259796438e-01,1.648188237807157730e-01,6.853668789634885794e-01,9.518239243702331098e-01,3.869186358591019115e-01,6.461595688388159786e-01,8.882922370820165447e-01,3.969875432291831707e-01,1.089273299243985749e-01,1.695843942125423442e-01,6.252197140172944811e-01,1.103614554849400298e-01,1.583851010914887336e-01,8.801085052501811390e-01,6.265779598548493201e-02,5.728077863640647083e-01,6.967575115313295875e-01,8.436673281423949788e-01,9.567178495603549937e-01,5.129197055350045442e-01,4.503165353740203880e-01,3.076564846871254755e-01,2.176226598605945917e-03,8.846015636974665641e-01,2.914414126809181660e-01,7.472705033758142434e-01,7.811871743320342176e-02,8.765068184888444858e-01,4.010492774058578291e-01,2.209543185364744033e-01,2.426216463051046324e-01,1.516054133070896537e-01,9.432817535113683372e-01,6.804684201008402988e-01,9.875950236018984363e-01,5.867900020676641848e-02,4.354486646974127240e-01,5.251244869913810343e-01,7.330917145418704983e-01,3.932865954621423965e-01,1.144838002029209267e-01,2.605257163659827624e-01,9.406583175996409141e-01,3.074288243020033562e-01,8.077489495017988741e-01,1.625812216369549867e-01,2.422479131867827373e-01,2.570028050768285999e-01,9.718744603010232019e-02,6.947616112531022070e-01,1.396699235071630074e-02,7.874508875608832170e-01,4.387261866237014418e-01,2.477318222229409894e-01,1.671825050075758101e-01,9.597878622175179952e-01,5.558151227905692160e-01,7.947077528787027667e-02,2.488000015900999617e-01,4.333210507572182735e-03
3.319032654309254093e-01,8.862870986375993576e-01,2.679732916476106341e-01,8.147385356237732967e-01,8.717839220312260107e-01,1.590253086426127727e-01,3.364883822748713227e-01,4.145982069092946087e-02,7.682668288208024387e-01,3.559471337210470265e-01,8.601699483123778078e-01,6.684427102179290037e-01,8.251098176817641683e-01,9.181796484310046358e-01,9.859992092029156163e-01,6.792674525547937048e-01,9.823223656479240784e-01,5.936744148500002760e-01,9.928285841699786562e-01,4.582377313784404826e-01,4.472481456487548135e-01,3.217274396487779242e-03,1.886723500448045376e-01,1.075650891825157274e-01,2.819144327699683039e-01,6.352851667320386087e-01,4.307725129835393574e-01,4.454549508592178242e-01,3.757173893082099703e-02,4.187326578836367830e-01,6.636906860441423861e-01,7.699286060601471249e-01,4.460820170770107840e-02,8.569073561766468172e-01,6.574675358602967146e-01,7.144708627949160062e-01,6.324271759248195623e-01,9.599100605036258171e-01,3.937538847635221329e-01,2.973923515624750102e-01,6.597503029806099928e-01,2.034031450283829701e-01,5.046905676249749950e-01,9.344047060370261892e-01,2.939959624959407325e-01,1.868162577557608284e-02,7.030688220137784050e-01,2.529335084064024963e-01,3.246682771163343917e-01,8.294475541144963326e-01,2.093422118499485007e-01,7.818172287328718495e-01,3.157534716473551217e-01,7.333949980628082788e-01,9.426023021468884489e-01,5.085362228179299837e-01,6.021676551657293430e-01,3.294455896954048280e-01,2.650442617416903790e-01,4.088125534639077685e-01,9.572526621592374330e-01,3.698565124568016227e-01,1.925047558519261681e-01,8.477226649870528430e-01
7.673216431090316147e-01,7.978271115281986292e-01,8.209417025416827496e-01,1.562825253767768929e-01,5.746771299074375783e-01,9.087545479848480046e-01,8.673722757323787391e-01,2.919890180935577062e-01,7.269376992231152412e-01,8.411536423861979417e-01,4.295905420395706997e-02,2.955168188054327905e-01,3.174728947359820586e-01,9.933600595226843577e-01,4.165670428568547523e-01,7.364470480831737387e-01,3.061723651653808220e-01,2.235287874456962642e-01,5.959676190968485887e-01,8.261434381493150125e-01,7.389673242534845476e-01,6.712523601103757009e-01,1.451332034686614314e-02,4.122575451065318974e-01,9.534817615753869990e-01,2.431599860721622708e-01,8.885962883828729675e-01,7.866873716242385184e-01,4.597276988520663243e-01,6.051918521224775027e-02,6.508279154896194907e-01,1.542819740075134227e-01,7.638371708951942063e-01,2.771126131926776592e-01,9.281293664159672163e-01,3.063334155835663042e-01,5.488885333526865029e-01,4.671587704301904953e-02,9.428202958364455544e-01,1.071139128738071156e-01,4.382035443850298417e-01,9.295087086225541917e-01,7.230502359238610843e-02,1.946977037939064958e-01,2.485991870661721226e-01,4.872268101270751384e-01,5.371226131302251350e-01,5.611914439844307712e-01,3.951955346299937943e-01,8.891996270650124323e-01,8.635044449519871934e-01,1.738891968676126165e-01,6.890368261533090788e-01,7.810129149396896064e-01,6.184412977617822493e-01,9.916023394791831924e-01,8.513024510699078728e-01,5.339937599884362340e-01,1.946654492557934324e-01,2.688396801722028329e-01,3.990353274217550705e-02,2.573101831329283051e-02,7.552233151518927823e-01,8.544140744826370648e-01
2.845115071234710635e-01,9.763983942782034076e-01,7.207503584183775347e-01,4.516851662732355166e-01,1.115025071495603370e-01,5.086906459271909320e-01,6.366131507553131064e-01,1.182840777147555755e-01,3.701048293790606403e-01,4.138284567061145669e-01,5.414855419654143187e-01,7.530096705265364454e-01,6.117356230438315556e-01,7.351492948688391760e-01,5.197016995105110393e-01,8.876130748752268929e-01,9.900930415428359499e-01,8.352539803325241818e-01,2.018814918941158609e-02,6.816749002555537729e-01,6.099760051493839930e-01,2.438098689589998092e-01,1.331384586420979455e-01,1.056758468133961459e-01,2.863833825667683186e-01,2.014885249911959608e-01,7.485859790000338743e-01,1.853673450225181707e-01,6.376409920170842405e-01,9.669905819509562184e-01,8.027205462592218455e-01,9.484026339081370605e-01,8.898141128696914759e-01,3.453571779782069751e-01,8.926184089214672657e-01,1.511455611682097633e-01,9.137322397501748128e-01,5.704551758745356471e-01,9.993951554644525670e-01,1.560097816626934142e-01,6.916993002446611971e-01,7.305196499004968924e-01,7.875117154553941123e-01,3.252158253924718467e-01,7.163685765826507401e-01,7.065692148860103217e-01,4.155775445869015483e-01,9.404828678065219050e-01,7.998135667440120500e-02,5.399271913191835415e-01,9.653051041985543090e-01,9.382274519707817229e-01,3.407251503657049430e-01,3.567985940735729500e-02,9.760976275575110606e-01,2.796210756036169309e-01,1.858001572438050530e-01,8.759954017498475798e-01,4.269291384109439313e-01,1.486855229829243674e-01,6.424200882336597029e-01,6.719930242968231715e-01,9.365911927204425558e-01,6.502751896375128515e-01
4.060914501280267208e-01,1.996931193828354045e-01,4.427944835168958759e-01,3.035877050974581381e-01,7.087030346726764796e-01,9.613318017636586221e-01,8.040794833812729969e-01,3.994549046511094437e-01,2.465243072710491257e-01,1.928554005937874738e-01,3.044253553162676873e-01,3.839771743517758074e-01,4.528809791288438413e-01,6.293536743763117336e-01,3.444186240908017060e-01,6.835170347836133642e-01,2.294898148900261781e-01,8.220576973096411777e-01,2.932621682530615059e-01,8.907965478764716671e-01,1.170214148852728453e-01,5.045303578165671876e-01,6.274358945616322902e-01,5.508438137685977010e-01,1.856642351520059186e-01,2.283861583632861292e-01,4.596071357640856281e-01,8.643058282479580967e-01,8.775367670292208988e-01,5.987293783174709727e-01,6.981989846284961665e-01,1.029014157777946581e-01,5.509281363410258869e-01,5.706375461618170553e-01,3.739431926361190817e-01,3.666116020646945639e-01,3.603248601460214973e-01,6.703239245371056532e-01,1.678986860990060448e-01,8.203118504545540146e-01,2.812015292038737568e-01,3.875021670562237563e-01,3.939924265299448169e-01,6.617124876213064111e-01,2.623617903147142938e-01,3.419343866666135767e-01,3.038935635479209640e-01,9.830614883917110358e-02,8.425948945371164456e-01,5.146036789466090777e-01,4.336809689715021010e-01,4.825898163981219291e-01,4.978754390763547866e-01,7.268510838348077874e-01,4.803779602788728065e-01,7.220563918430943362e-01,6.168394125737963751e-01,8.043160388147719830e-01,4.325320356207668082e-01,2.141259265039995308e-01,1.195900413375428073e-02,9.705811371891793771e-01,4.991446321055769131e-01,5.221550268562561437e-01
6.831101738249427680e-01,6.039083117402531675e-01,4.058029441950909977e-01,9.904794667468077574e-01,6.332610069825982402e-01,1.627870891986774593e-01,2.102961747880666143e-01,3.546905509696881564e-01,6.313338433408389738e-01,3.315969413028363455e-01,6.421663806524869900e-01,5.172596337387435073e-01,8.151654109160877404e-02,8.520930363703309585e-01,1.232251575992145964e-01,4.572378702572962306e-01,5.932933868319416604e-01,7.209842445295860935e-01,1.575181080786713927e-02,1.962594197283563657e-01,3.058165506260016597e-01,3.488957485459605046e-01,7.966952312926478541e-01,3.294410938789543719e-01,7.156731715931198279e-01,2.392421240443876052e-01,4.968310313966151082e-02,9.583817585869004452e-01,2.563797010036398261e-01,5.466369319284150041e-01,4.992792592384416306e-01,2.660315154837973317e-01,8.100044708371861857e-01,5.073661638959205966e-01,6.326791372270402780e-01,3.106798739537532938e-01,2.830809583725620859e-01,8.142416657764515175e-01,7.026792623966208184e-01,8.107150673147833775e-02,6.392883752752074322e-01,7.549793770713953966e-01,2.117880746482114773e-02,9.333418500282131269e-01,7.242079804219201389e-01,8.576108783437726979e-01,8.793935332845717046e-01,4.786576699072701002e-01,6.500470200152297373e-02,9.959201825762156179e-01,4.849759079750268764e-01,8.950727125620127067e-01,1.258723055908349542e-01,4.692027733896398933e-01,4.847943355147763533e-01,5.450408073274471965e-01,4.580229203444811104e-01,8.310686907172639692e-01,4.816949594768370480e-01,8.391346302738440510e-01,6.688529891259310522e-01,5.178178238558647228e-01,2.874754294448769176e-01,1.521428286607389158e-01
8.252362032981896967e-02,1.542510967763732754e-01,9.810184558470633753e-01,1.306550471291526572e-01,8.580938502358079756e-01,1.417660277917294209e-01,7.184258657795407066e-01,2.576485536250832098e-01,5.073522616002468233e-03,5.747033557536577186e-01,2.817425379748461634e-01,4.427493748059079248e-01,5.435373291557189512e-01,9.860779604014412447e-01,1.615457627461502899e-02,4.951014236615057795e-01,3.122309523695343536e-02,1.678790507851765090e-01,4.210743751904592047e-01,2.843334857516767178e-01,7.461015161989434930e-01,1.677751165502072705e-01,2.483972552233468800e-01,5.503556484648451930e-01,1.538794781604083672e-01,7.941632660561518398e-01,5.454408176972712630e-01,4.264899407583944146e-01,2.872571545888809030e-01,8.435539411800717646e-01,1.712290641164407878e-01,6.572645562298525812e-01,6.751982854102233089e-01,9.143428620283384767e-01,4.793484557092849707e-01,7.742955422302930657e-01,6.044284594302966607e-01,9.219393991431125146e-01,5.396596852858803750e-02,5.384526582731862243e-01,9.325767086708525166e-01,6.131631587462362809e-01,9.330897022181934286e-01,3.301699216053390895e-01,8.013462572006466722e-01,4.823903916150185101e-02,2.879359394954428275e-02,8.140402554978063421e-01,7.637501873968419730e-01,3.975032077459940139e-01,7.948258662821510168e-01,8.356558218965082219e-02,9.401118763886043839e-01,6.354700489000502106e-01,9.581125531664382855e-01,7.299958803385391271e-01,6.785980534854391122e-01,3.081663592215057035e-01,1.622064735477068975e-02,1.083545880414982232e-01,7.199220797315996068e-01,5.317945137968316249e-01,7.884711693448647196e-01,3.364427201317453653e-01
