# 10,10,2
3.782768395516293847e-01,9.744143750023684936e-01,6.261058605275156008e-01,9.001958981586896114e-01,4.066650496997364916e-01,2.386176292976843749e-01,4.193287365301280323e-01,8.698392751707141324e-01,3.721885387595640360e-01,7.920872562951282170e-01
5.209586545584686812e-01,1.975234245026751267e-01,3.842964610901627998e-01,1.396056348224647969e-01,1.533481627927313351e-01,1.571489954953390056e-01,1.047693210788265272e-01,7.290879823540589166e-01,1.498871874687616179e-01,2.458290745853372039e-01
1.843251615835774793e-01,4.238677605482237265e-01,9.705558060138741450e-02,1.926294404326508447e-01,8.064512408189447035e-01,5.550236634627156995e-01,6.104883150975720651e-01,7.350020445696673344e-01,4.730628201695840085e-01,4.163048431847276021e-01
7.663103964991472283e-01,5.367764320793365629e-01,2.020881098818637644e-01,9.631137304970760482e-02,2.877546451232491087e-01,5.211602976529283726e-01,9.813101695649645295e-01,5.057901706186209712e-01,3.570721869432836870e-01,3.050500780359610697e-02
1.254349437409562062e-01,4.129412478047939095e-01,9.912047340839125198e-02,9.829236848269727878e-01,6.958428994424161740e-01,4.395894053053323036e-01,9.130376794745895808e-01,5.387362415399999938e-01,8.821306742273266055e-01,1.955900159572114827e-01
7.547812082669155265e-01,9.693036923966168450e-01,7.649693873208690542e-01,3.921378992148050191e-02,1.118056166466069312e-01,8.362030127221842246e-02,3.132656010870560337e-01,6.008185029568747781e-01,1.805314151891712626e-02,6.951108782628392380e-01
3.346951982739545528e-01,5.445332261651828487e-01,6.096504395182795744e-01,4.183006504904388523e-01,9.005686627647273568e-01,7.587150799046926686e-03,5.296561915037379942e-01,2.862082088716538797e-01,7.582713856680779463e-01,9.511536471506427670e-01
2.124890783784777470e-01,9.887190259564456740e-01,6.016795727361020640e-01,7.530149949631351758e-01,2.997720950895242931e-01,9.819405573285808764e-01,5.915081650841579330e-01,6.305821776844072746e-01,1.284203715994396422e-01,2.073222358401065613e-01
6.155839575003896336e-02,8.671484444646518908e-01,7.786418671451991180e-01,3.204228674500605445e-01,4.117719752772825981e-01,4.027571217014817018e-01,6.610742298391938387e-01,6.388004936498336006e-01,7.305517588699861342e-02,9.220697431728186455e-01
9.258315928966562858e-01,1.589888285964724535e-01,9.088727301189201135e-01,7.914648558301703440e-01,4.339779780826069633e-02,4.304823305533845845e-01,6.424967415375659741e-01,4.939712473163706541e-01,4.466661030025087520e-01,8.295623097485781416e-01
4.051547117566511869e-01,3.812953082546745032e-01,9.649315027348244200e-01,8.164966081693009192e-01,5.748802924528795266e-02,4.287934316927920486e-01,6.842573586764478799e-01,4.893198949731791814e-01,3.356910846325855680e-02,9.572996884466016265e-01
3.953227969427192123e-01,1.249368598249966933e-02,4.613565641364447689e-02,9.212359803964371707e-01,5.814816394616634243e-01,2.199650082503786797e-01,4.664215774241743384e-01,9.031182887658063541e-01,7.360424656805300003e-01,5.450884514790315105e-01
3.784208219355109648e-01,9.005205408274900014e-01,6.825700414713599118e-01,1.823374735591666296e-01,5.259714315462504786e-02,8.298572967007427081e-01,5.237836887015022702e-01,3.377439360274384628e-01,6.410682234442752758e-01,2.564808478455715690e-02
1.001603465251703629e-01,3.381631590197197168e-01,1.716350431266668863e-01,5.290828879072582147e-01,1.761717356081392571e-01,2.104126652224143079e-01,2.601349150550644751e-01,5.618881092396483812e-01,1.312771254824063316e-02,3.416755522872441109e-01
7.751012732082340762e-05,3.494692700682249242e-01,4.563024166575652130e-01,6.652601834323238483e-01,8.707384425240545234e-01,9.981316144679800439e-01,5.388745138762711662e-01,9.971697271128040496e-01,6.655989291912812744e-01,3.525445989356731369e-01
3.285800034784241985e-01,4.352136872952032665e-01,4.334520239129905361e-01,4.332457429196046039e-01,6.963046273586301904e-01,9.399040092173965855e-01,7.923670733090467655e-01,6.718318388312410905e-01,5.059717730117921919e-01,7.270486547760607321e-01
5.669611039650187534e-01,8.855535975836474893e-01,6.670788734810574327e-01,6.042977273094005675e-01,9.877635598363544434e-01,7.288545067956234691e-01,2.876669095942243626e-01,7.418904797247125593e-01,2.614535680256340200e-01,3.496070762197309723e-01
5.403404791898176462e-01,7.354119175394236985e-01,5.276886780325229509e-01,5.351968759213043825e-02,4.691312136409642175e-01,8.342445911217788446e-02,5.636926125644958763e-02,7.298318739310818426e-01,3.723385709119290121e-01,7.802351834771782402e-01
8.645183497114873328e-01,8.162325751560377540e-01,4.285942283603024761e-01,3.452916501637678381e-01,1.634693606968206092e-01,8.282936484455175608e-01,1.555245425247168134e-01,5.239299567485888875e-01,9.560645677581142143e-01,7.273859072221091626e-01
6.342949832436084456e-02,5.152339409623877264e-01,2.734257335722819482e-01,8.412851842846891248e-02,2.867374613863070687e-01,6.077881798464109808e-01,7.626583857172472003e-01,2.378189817553347796e-01,2.261158751432257308e-01,6.409521240806119735e-01
